_id,Airline,Source,Destination,Route,Duration,Total_Stops,Additional_Info,Price,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min
66c8625c1f6f777dbd0db92e,Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,910,2,No info,13292.0,9,6,21,25,12,35
66c8625c1f6f777dbd0db92f,IndiGo,Delhi,Cochin,DEL ? LKO ? COK,345,1,No info,8238.0,1,6,21,50,3,35
66c8625c1f6f777dbd0db941,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,720,1,No info,13062.0,21,3,9,0,21,0
66c8625c1f6f777dbd0db94f,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,390,1,No info,8073.0,6,5,19,0,1,30
66c8625c1f6f777dbd0db92d,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,800,1,In-flight meal not included,7757.0,6,5,18,55,8,15
66c8625c1f6f777dbd0db945,Air India,Kolkata,Banglore,CCU ? HYD ? BLR,965,1,No info,6117.0,15,5,19,0,11,5
66c8625c1f6f777dbd0db917,Jet Airways,Delhi,Cochin,DEL ? LKO ? BOM ? COK,1140,2,No info,13882.0,9,6,9,25,4,25
66c8625c1f6f777dbd0db91f,Air India,Delhi,Cochin,DEL ? BLR ? COK,795,1,No info,8907.0,1,6,9,45,23,0
66c8625c1f6f777dbd0db923,IndiGo,Kolkata,Banglore,CCU ? BLR,155,0,No info,4804.0,24,4,17,15,19,50
66c8625c1f6f777dbd0db927,Air India,Delhi,Cochin,DEL ? CCU ? BOM ? COK,1380,2,No info,13381.0,12,6,20,15,19,15
66c8625c1f6f777dbd0db94e,Vistara,Chennai,Kolkata,MAA ? CCU,135,0,No info,7414.0,6,3,7,5,9,20
66c8625c1f6f777dbd0db950,Vistara,Mumbai,Hyderabad,BOM ? DEL ? HYD,1505,1,No info,12395.0,6,3,15,40,16,45
66c8625c1f6f777dbd0db91b,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,930,1,In-flight meal not included,11087.0,12,3,18,55,10,25
66c8625c1f6f777dbd0db91e,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,470,1,No info,8625.0,27,5,11,25,19,15
66c8625c1f6f777dbd0db942,SpiceJet,Banglore,New Delhi,BLR ? DEL,170,0,No check-in baggage included,3527.0,24,3,5,45,8,35
66c8625c1f6f777dbd0db94c,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,975,1,No info,14231.0,24,3,19,45,12,0
66c8625c1f6f777dbd0db954,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,630,1,No info,7191.0,15,5,15,0,1,30
66c8625c1f6f777dbd0db91d,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1530,1,In-flight meal not included,11087.0,12,3,8,55,10,25
66c8625c1f6f777dbd0db921,Air India,Chennai,Kolkata,MAA ? CCU,135,0,No info,4667.0,24,6,11,40,13,55
66c8625c1f6f777dbd0db934,Air India,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,805,2,No info,13227.0,1,5,9,50,23,15
66c8625c1f6f777dbd0db93b,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,375,1,No info,19225.0,6,3,7,0,13,15
66c8625c1f6f777dbd0db953,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,615,1,No info,12524.0,3,6,8,45,19,0
66c8625c1f6f777dbd0db92b,IndiGo,Banglore,Delhi,BLR ? DEL,170,0,No info,3943.0,3,4,4,0,6,50
66c8625c1f6f777dbd0db924,Air India,Delhi,Cochin,DEL ? AMD ? BOM ? COK,1595,2,No info,14011.0,3,3,16,40,19,15
66c8625c1f6f777dbd0db926,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1355,1,In-flight meal not included,10262.0,12,6,14,0,12,35
66c8625c1f6f777dbd0db928,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1235,1,In-flight meal not included,12898.0,27,5,16,0,12,35
66c8625c1f6f777dbd0db933,Vistara,Chennai,Kolkata,MAA ? CCU,135,0,No info,3687.0,18,6,7,5,9,20
66c8625c1f6f777dbd0db936,Jet Airways,Delhi,Cochin,DEL ? NAG ? BOM ? COK,1320,2,In-flight meal not included,10919.0,15,6,14,35,12,35
66c8625c1f6f777dbd0db93e,Air India,Banglore,New Delhi,BLR ? BOM ? DEL,510,1,No info,8714.0,15,3,6,45,15,15
66c8625c1f6f777dbd0db940,Air Asia,Banglore,Delhi,BLR ? DEL,165,0,No info,3383.0,6,5,11,10,13,55
66c8625c1f6f777dbd0db948,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1520,1,No info,12121.0,1,5,9,35,10,55
66c8625c1f6f777dbd0db951,Air India,Kolkata,Banglore,CCU ? BOM ? BLR,745,1,No info,8366.0,6,6,9,25,21,50
66c8625c1f6f777dbd0db935,IndiGo,Banglore,Delhi,BLR ? DEL,170,0,No info,4423.0,6,4,4,0,6,50
66c8625c1f6f777dbd0db938,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,625,1,No info,5894.0,27,6,10,35,21,0
66c8625c1f6f777dbd0db957,Vistara,Banglore,Delhi,BLR ? DEL,170,0,No info,5403.0,24,4,9,45,12,35
66c8625c1f6f777dbd0db962,IndiGo,Mumbai,Hyderabad,BOM ? HYD,90,0,No info,4049.0,3,4,6,25,7,55
66c8625c1f6f777dbd0db95e,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,810,2,No info,12819.0,24,6,23,5,12,35
66c8625c1f6f777dbd0db955,Vistara,Chennai,Kolkata,MAA ? CCU,135,0,No info,3687.0,24,5,7,5,9,20
66c8625c1f6f777dbd0db965,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,890,1,In-flight meal not included,10844.0,9,6,21,10,12,0
66c8625c1f6f777dbd0db959,Air India,Delhi,Cochin,DEL ? BHO ? BOM ? COK,800,2,No info,10861.0,21,5,5,55,19,15
66c8625c1f6f777dbd0db95f,IndiGo,Delhi,Cochin,DEL ? BLR ? COK,300,1,No info,6893.0,21,3,5,5,10,5
66c8625c1f6f777dbd0db961,GoAir,Banglore,Delhi,BLR ? DEL,170,0,No info,3898.0,3,4,11,40,14,30
66c8625c1f6f777dbd0db976,Jet Airways,Banglore,Delhi,BLR ? DEL,180,0,In-flight meal not included,6478.0,3,6,19,50,22,50
66c8625c1f6f777dbd0db985,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,765,1,No info,9397.0,12,5,20,20,9,5
66c8625c1f6f777dbd0db972,Air India,Delhi,Cochin,DEL ? BHO ? BOM ? COK,800,2,No info,13748.0,6,3,5,55,19,15
66c8625c1f6f777dbd0db988,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,925,1,No info,10348.0,18,5,7,5,22,30
66c8625c1f6f777dbd0db992,Air India,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,1390,2,No info,10676.0,21,5,12,0,11,10
66c8625c1f6f777dbd0db960,Vistara,Banglore,New Delhi,BLR ? DEL,165,0,No info,7240.0,9,3,9,50,12,35
66c8625c1f6f777dbd0db97c,Air India,Kolkata,Banglore,CCU ? MAA ? BLR,1440,1,No info,6528.0,12,5,14,35,14,35
66c8625c1f6f777dbd0db981,Air India,Delhi,Cochin,DEL ? JDH ? BOM ? COK,1820,2,No info,11596.0,9,5,12,55,19,15
66c8625c1f6f777dbd0db98c,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,715,1,No info,15554.0,9,5,7,5,19,0
66c8625c1f6f777dbd0db990,Air India,Delhi,Cochin,DEL ? BOM ? COK,1215,1,No info,27430.0,1,3,23,0,19,15
66c8625c1f6f777dbd0db967,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1330,1,No info,13941.0,6,5,6,30,4,40
66c8625c1f6f777dbd0db96d,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,740,1,In-flight meal not included,7064.0,1,4,8,25,20,45
66c8625c1f6f777dbd0db983,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,900,1,No info,13555.0,18,3,14,5,5,5
66c8625c1f6f777dbd0db96b,IndiGo,Delhi,Cochin,DEL ? MAA ? COK,325,1,No info,5636.0,24,6,2,0,7,25
66c8625c1f6f777dbd0db97f,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,430,1,No info,11421.0,27,3,11,40,18,50
66c8625c1f6f777dbd0db989,Air India,Delhi,Cochin,DEL ? MAA ? COK,965,1,No info,12677.0,6,3,17,20,9,25
66c8625c1f6f777dbd0db98d,SpiceJet,Banglore,Delhi,BLR ? DEL,160,0,No info,3971.0,9,4,5,55,8,35
66c8625c1f6f777dbd0db956,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,625,1,No info,5894.0,24,6,10,35,21,0
66c8625c1f6f777dbd0db95a,IndiGo,Chennai,Kolkata,MAA ? CCU,135,0,No info,6297.0,12,3,13,20,15,35
66c8625c1f6f777dbd0db95c,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1590,1,In-flight meal not included,9134.0,9,3,5,45,8,15
66c8625c1f6f777dbd0db95d,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,440,1,In-flight meal not included,10791.0,24,6,11,40,19,0
66c8625c1f6f777dbd0db97b,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,450,1,In-flight meal not included,10262.0,24,6,20,55,4,25
66c8625c1f6f777dbd0db95b,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,85,0,No info,5678.0,1,6,7,5,8,30
66c8625c1f6f777dbd0db96a,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1280,1,In-flight meal not included,13712.0,6,3,14,5,11,25
66c8625c1f6f777dbd0db97d,Air India,Banglore,Delhi,BLR ? DEL,165,0,No info,6121.0,1,5,6,10,8,55
66c8625c1f6f777dbd0db980,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,870,1,No info,7574.0,27,3,4,45,19,15
66c8625c1f6f777dbd0db966,Jet Airways,Banglore,New Delhi,BLR ? DEL,160,0,No info,7229.0,24,3,19,55,22,35
66c8625c1f6f777dbd0db994,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,960,1,No info,14388.0,6,5,20,0,12,0
66c8625c1f6f777dbd0db975,SpiceJet,Banglore,Delhi,BLR ? DEL,160,0,No check-in baggage included,3257.0,15,5,5,55,8,35
66c8625c1f6f777dbd0db982,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,1195,2,No info,15129.0,24,5,23,5,19,0
66c8625c1f6f777dbd0db993,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1090,1,No info,13044.0,12,6,14,5,8,15
66c8625c1f6f777dbd0db991,IndiGo,Chennai,Kolkata,MAA ? CCU,145,0,No info,3540.0,12,5,5,15,7,40
66c8625c1f6f777dbd0db969,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,600,1,No info,10197.0,18,5,9,0,19,0
66c8625c1f6f777dbd0db98f,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,845,1,In-flight meal not included,9663.0,6,5,20,0,10,5
66c8625c1f6f777dbd0db979,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,740,1,No info,14781.0,15,5,8,25,20,45
66c8625c1f6f777dbd0db984,IndiGo,Banglore,Delhi,BLR ? DEL,175,0,No info,5780.0,12,4,18,55,21,50
66c8625c1f6f777dbd0db986,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,610,1,No info,17024.0,6,3,18,15,4,25
66c8625c1f6f777dbd0db968,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,575,1,No info,5894.0,27,6,11,25,21,0
66c8625c1f6f777dbd0db96c,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,1125,2,No info,13014.0,6,6,9,40,4,25
66c8625c1f6f777dbd0db96e,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1080,1,In-flight meal not included,10703.0,24,5,20,25,14,25
66c8625c1f6f777dbd0db96f,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,555,1,No info,9646.0,27,5,13,15,22,30
66c8625c1f6f777dbd0db974,IndiGo,Chennai,Kolkata,MAA ? CCU,145,0,No info,3540.0,21,6,5,15,7,40
66c8625c1f6f777dbd0db977,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,85,0,No info,8040.0,18,6,7,5,8,30
66c8625c1f6f777dbd0db978,Jet Airways,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,995,2,No info,14300.0,12,6,20,0,12,35
66c8625c1f6f777dbd0db98e,Air India,Mumbai,Hyderabad,BOM ? HYD,85,0,No info,3100.0,3,5,15,0,16,25
66c8625c1f6f777dbd0db971,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1050,1,No info,13817.0,12,3,16,55,10,25
66c8625c1f6f777dbd0db958,Air India,Mumbai,Hyderabad,BOM ? HYD,90,0,No info,3625.0,6,5,13,55,15,25
66c8625c1f6f777dbd0db970,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,665,1,No info,17057.0,6,3,2,15,13,20
66c8625c1f6f777dbd0db98a,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,610,1,No info,15147.0,3,3,15,25,1,35
66c8625c1f6f777dbd0db98b,Vistara,Banglore,Delhi,BLR ? DEL,160,0,No info,4668.0,12,6,7,0,9,40
66c8625c1f6f777dbd0db97a,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,735,1,No info,14939.0,9,6,20,0,8,15
66c8625c1f6f777dbd0db97e,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,535,2,In-flight meal not included,13029.0,18,5,19,30,4,25
66c8625c1f6f777dbd0db987,GoAir,Delhi,Cochin,DEL ? BOM ? COK,355,1,No info,5281.0,27,6,7,0,12,55
66c8625c1f6f777dbd0db963,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1145,1,In-flight meal not included,10262.0,15,6,17,30,12,35
66c8625c1f6f777dbd0db964,SpiceJet,Chennai,Kolkata,MAA ? CCU,135,0,No check-in baggage included,3332.0,21,3,8,20,10,35
66c8625c1f6f777dbd0db973,Air India,Kolkata,Banglore,CCU ? BLR,155,0,No info,4880.0,21,4,20,45,23,20
66c8625c1f6f777dbd0db9a2,GoAir,Kolkata,Banglore,CCU ? BOM ? BLR,495,1,No info,6686.0,6,6,23,30,7,45
66c8625c1f6f777dbd0db99d,Jet Airways,Delhi,Cochin,DEL ? NAG ? BOM ? COK,1300,2,No info,13376.0,6,6,6,45,4,25
66c8625c1f6f777dbd0db9bd,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,550,1,In-flight meal not included,6540.0,27,3,19,15,4,25
66c8625c1f6f777dbd0db9af,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,735,1,In-flight meal not included,8586.0,24,5,20,0,8,15
66c8625c1f6f777dbd0db9b3,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1545,1,In-flight meal not included,10844.0,12,5,16,30,18,15
66c8625c1f6f777dbd0db997,Air India,Banglore,New Delhi,BLR ? MAA ? DEL,480,1,No info,5932.0,21,3,11,50,19,50
66c8625c1f6f777dbd0db999,Vistara,Delhi,Cochin,DEL ? COK,190,0,No info,6216.0,12,5,14,40,17,50
66c8625c1f6f777dbd0db9ab,SpiceJet,Kolkata,Banglore,CCU ? BLR,140,0,No info,3873.0,3,4,22,20,0,40
66c8625c1f6f777dbd0db9d0,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1450,1,In-flight meal not included,10539.0,6,6,9,35,9,45
66c8625c1f6f777dbd0db99e,Air India,Delhi,Cochin,DEL ? GOI ? BOM ? COK,1275,2,No info,10441.0,27,6,22,0,19,15
66c8625c1f6f777dbd0db9a8,Air India,Delhi,Cochin,DEL ? MAA ? COK,1255,1,No info,5117.0,3,4,12,30,9,25
66c8625c1f6f777dbd0db9b4,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1570,1,No info,17024.0,6,3,2,15,4,25
66c8625c1f6f777dbd0db9b7,Air India,Kolkata,Banglore,CCU ? BBI ? BLR,1515,1,No info,7662.0,9,6,12,0,13,15
66c8625c1f6f777dbd0db9be,IndiGo,Banglore,Delhi,BLR ? DEL,165,0,No info,3419.0,27,5,1,30,4,15
66c8625c1f6f777dbd0db9c4,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1055,1,No info,13044.0,12,6,16,30,10,5
66c8625c1f6f777dbd0db9a3,IndiGo,Delhi,Cochin,DEL ? MAA ? COK,325,1,No info,5636.0,15,6,2,0,7,25
66c8625c1f6f777dbd0db9b0,Air India,Kolkata,Banglore,CCU ? JAI ? BOM ? BLR,1415,2,No info,10697.0,9,5,8,20,7,55
66c8625c1f6f777dbd0db9ce,SpiceJet,Delhi,Cochin,DEL ? PNQ ? COK,270,1,No info,4812.0,24,6,8,45,13,15
66c8625c1f6f777dbd0db9b6,IndiGo,Banglore,New Delhi,BLR ? DEL,165,0,No info,4777.0,24,3,0,40,3,25
66c8625c1f6f777dbd0db9b8,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,560,1,No info,6442.0,9,5,6,50,16,10
66c8625c1f6f777dbd0db9bc,SpiceJet,Banglore,Delhi,BLR ? DEL,160,0,No info,3311.0,21,5,5,55,8,35
66c8625c1f6f777dbd0db9b5,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1730,1,In-flight meal not included,9314.0,1,5,9,35,14,25
66c8625c1f6f777dbd0db9ac,Jet Airways,Delhi,Cochin,DEL ? BDQ ? BOM ? COK,1465,2,In-flight meal not included,9270.0,21,3,18,25,18,50
66c8625c1f6f777dbd0db99b,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,840,1,No info,14067.0,21,5,11,30,1,30
66c8625c1f6f777dbd0db998,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1015,1,In-flight meal not included,10262.0,15,6,11,30,4,25
66c8625c1f6f777dbd0db9a9,IndiGo,Delhi,Cochin,DEL ? BLR ? COK,290,1,No info,6147.0,24,6,15,10,20,0
66c8625c1f6f777dbd0db996,IndiGo,Chennai,Kolkata,MAA ? CCU,140,0,No info,3597.0,3,6,14,45,17,5
66c8625c1f6f777dbd0db99f,Jet Airways,Banglore,Delhi,BLR ? DEL,165,0,In-flight meal not included,4030.0,24,5,6,0,8,45
66c8625c1f6f777dbd0db9c2,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,570,1,No info,13587.0,27,6,11,30,21,0
66c8625c1f6f777dbd0db9c8,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,780,1,No info,14277.0,21,5,8,0,21,0
66c8625c1f6f777dbd0db9c9,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1105,1,In-flight meal not included,10262.0,1,6,10,0,4,25
66c8625c1f6f777dbd0db9b1,Jet Airways,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,995,2,No info,14300.0,27,6,20,0,12,35
66c8625c1f6f777dbd0db9a0,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,650,1,No info,17024.0,3,3,8,0,18,50
66c8625c1f6f777dbd0db9a1,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,480,1,No info,13017.0,9,4,17,30,1,30
66c8625c1f6f777dbd0db9a7,Jet Airways,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,505,2,In-flight meal not included,15318.0,3,6,20,0,4,25
66c8625c1f6f777dbd0db9aa,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,490,1,No info,7005.0,9,6,12,50,21,0
66c8625c1f6f777dbd0db9ba,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,925,1,In-flight meal not included,12898.0,27,5,13,0,4,25
66c8625c1f6f777dbd0db9d3,IndiGo,Banglore,New Delhi,BLR ? HYD ? DEL,295,1,No info,8738.0,3,3,12,10,17,5
66c8625c1f6f777dbd0db9b2,IndiGo,Banglore,New Delhi,BLR ? DEL,170,0,No info,8855.0,3,3,18,55,21,45
66c8625c1f6f777dbd0db9cb,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,570,1,No info,13727.0,15,5,16,0,1,30
66c8625c1f6f777dbd0db9cd,IndiGo,Chennai,Kolkata,MAA ? CCU,140,0,No info,3858.0,12,5,14,45,17,5
66c8625c1f6f777dbd0db9c3,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,730,1,In-flight meal not included,9663.0,6,5,21,10,9,20
66c8625c1f6f777dbd0db9d1,IndiGo,Kolkata,Banglore,CCU ? BLR,155,0,No info,4804.0,3,6,15,30,18,5
66c8625c1f6f777dbd0db9b9,SpiceJet,Delhi,Cochin,DEL ? PNQ ? COK,270,1,No info,5264.0,12,6,8,45,13,15
66c8625c1f6f777dbd0db9bb,Air India,Mumbai,Hyderabad,BOM ? HYD,90,0,No info,6092.0,3,3,13,55,15,25
66c8625c1f6f777dbd0db9c0,Air India,Delhi,Cochin,DEL ? COK,185,0,No info,8246.0,18,4,18,5,21,10
66c8625c1f6f777dbd0db9c5,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,305,1,No info,5073.0,3,4,20,25,1,30
66c8625c1f6f777dbd0db9c6,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1550,1,No info,9345.0,21,5,17,0,18,50
66c8625c1f6f777dbd0db9d4,Air India,Delhi,Cochin,DEL ? TRV ? COK,1535,1,No info,7165.0,27,3,5,15,6,50
66c8625c1f6f777dbd0db9a4,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,515,1,No info,6442.0,9,6,7,35,16,10
66c8625c1f6f777dbd0db9bf,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1355,1,In-flight meal not included,5177.0,3,4,14,0,12,35
66c8625c1f6f777dbd0db995,IndiGo,Banglore,Delhi,BLR ? DEL,170,0,No info,3943.0,24,6,4,0,6,50
66c8625c1f6f777dbd0db9a6,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1655,1,In-flight meal not included,10844.0,21,5,20,0,23,35
66c8625c1f6f777dbd0db99a,IndiGo,Kolkata,Banglore,CCU ? BLR,165,0,No info,4804.0,15,6,20,25,23,10
66c8625c1f6f777dbd0db99c,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,1430,2,No info,15129.0,18,5,19,10,19,0
66c8625c1f6f777dbd0db9cc,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,960,1,In-flight meal not included,9663.0,6,5,20,0,12,0
66c8625c1f6f777dbd0db9c1,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,690,1,No info,14676.0,9,6,9,35,21,5
66c8625c1f6f777dbd0db9c7,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1200,1,In-flight meal not included,9663.0,6,5,14,5,10,5
66c8625c1f6f777dbd0db9ca,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,90,0,No info,5678.0,27,3,19,35,21,5
66c8625c1f6f777dbd0db9cf,IndiGo,Delhi,Cochin,DEL ? LKO ? COK,345,1,No info,5775.0,27,6,21,50,3,35
66c8625c1f6f777dbd0db9d2,Air Asia,Banglore,Delhi,BLR ? DEL,165,0,No info,3383.0,12,6,11,10,13,55
66c8625c1f6f777dbd0db9a5,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,710,1,No info,9486.0,21,5,13,5,0,55
